X1,Colleague,Second Colleague,Source,Year,Authors,Title,Transplant Interaction,Multiple Levels of EcoReality?,Donor Taxon,Donor Taxon Details,Cultured?,Recipient Taxon,Recipient Taxon Details,Eco-Reality Taxon Match,Number of Treatment Groups,Number of Individuals per Group,DNA Extraction Method,Sequencing Approach,Eco-Reality of Donor Microbiome (1-3),Justification/Description for Donor Microbiome,Eco-Reality of Donor Environment (1-5),Justification/Description for Donor Environment,Eco-Reality of Donor Physiology (1-2),Justification/Description for Donor Physiology,Eco-Reality of Recipient Microbiome (1-5),Justification/Description for Recipient Microbiome,Eco-Reality of Recipient Environment (1-5),Justification/Description for Recipient Environment,Eco-Reality of Recipient Physiology (1-2),Justification/Description for Recipient Physiology,Eco-Reality of Transplant Method (1-2),Justification/Description for Transplant Method,Eco-Reality of Housing Method (1-2),Justification/Description for Housing Method,Microbial Response,Microbial Category,Physiological Response,Phys Category,Data Plots,Experiment Synopsis,Second Colleague Differences,X43
NA,Chris,Amy,Snowball,2018,"Näpflin, Kathrin; Schmid-Hempel, Paul",Host effects on microbiota community assembly,1,N,bumblebees,Bombus terrestris,NA,bumblebees,Bombus terrestris,Match,2 (global transplant or colony) – 10 colonies,NA,Qiagen DNeasy Blood & Tissue Kit,Illumina MiSeq,3,global pool of microbiomes from all colonies,3,colonies brought up in lab conditions but queens from queens who were from the wild,2,normal bumblebees,4,colonies brought up in lab conditions but queens from queens who were from the wild,1,germ free workers (but bumble bee larvae are almost germ free anyway),2,normal bumblebees,2,faeces ground into food,1,individually housed,Pool exposed reduced diversity compared to naturals. pool exposed individuals were characterised by a high abundance of bifidobacterium that was only present in a subset of naturals. colony identity affected clusturing of the microbiotat community,Alpha diversity and Beta Diversity,none measured,none measured,"Fig3,4",assessed whether bumblebee workers can “filter” specific microbiota community memembers when presented with a global pool of microbiota,NA,NA
NA,Chris,Mason,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,1,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,single queen bee whole gut removed and ground up,5,wild caught queens,2,normal bumblebees,1,germ free workers,3,colonies bred in lab but queen captive from wild,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
NA,Chris,Mason,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,1,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,combination of queen bees whole gut removed and ground up,5,wild caught queens,2,normal bumblebees,1,germ free workers,3,colonies bred in lab but queen captive from wild,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
NA,Chris,Mason - same study,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,2,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,single queen bee whole gut removed and ground up,5,wild caught queens,2,normal bumblebees,1,germ free workers,2,commercial bumble bees,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
NA,Chris,Mason - same study,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,2,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,combination of queen bees whole gut removed and ground up,5,wild caught queens,2,normal bumblebees,1,germ free workers,2,commercial bumble bees,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
NA,Chris,Mason - same study,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,3,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,single queen bee whole gut removed and ground up,2,commercial bumble bees,2,normal bumblebees,1,germ free workers,3,colonies bred in lab but queen captive from wild,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
NA,Chris,Mason - same study,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,3,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,combination of queen bees whole gut removed and ground up,2,commercial bumble bees,2,normal bumblebees,1,germ free workers,3,colonies bred in lab but queen captive from wild,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
NA,Chris,Mason - same study,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,3,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,single queen bee whole gut removed and ground up,2,commercial bumble bees,2,normal bumblebees,1,germ free workers,2,commercial bumble bees,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
NA,Chris,Mason - same study,Snowball,2018,"Mockler, B.K. Kwong, W.K., Moran, N.A., and Koch, H.",Microbiome Structure Influences Infection by the Parasite <i>Crithidia bombi</i> in Bumble Bees,4,Y,bumblebees,Bombus impatiens,NA,bumblebees,Bombus impatiens,Match,5,13-18,not stated,quantitative PCR 16S rRNA then illumina miseq,3,combination of queen bees whole gut removed and ground up,2,commercial bumble bees,2,normal bumblebees,1,germ free workers,2,commercial bumble bees,2,normal bumblebees (though some were tested with pathogen),2,gut contents in food – but bumble bees were starved for 3 to 5 hours,1,individually housed,Each treatment resulted in bees with distinct microbiome profiles,alpha and beta diversity,pathogen load,immunity,"Fig1,2","attempting to identify the important characteristics of the gut microbiome in bombus impatiens for reducing crithidia bombi. exposed either wild sourced or commercial bumble bee germ free workers to one of five treatments (filtrate, wild single microbiome, wild group microbiome, commercial single, commercial group microbiome). measured alpha and beta diversity, pathogen load and correlated pathogen load with the abundances of different bacteria types.",NA,NA
Hu2018,Mason,Karl,Prelim.,2018,"Hu, et al.",Exogenous Fecal Microbiota Transplantation from Local Adult Pigs to Crossbred Newborn Piglets,1,N,pig,NA,No,pig,NA,Match,1,108-120,Qiagen DNA Stool Minikit,"Illumina HiSeq, region unclear",4,Farm pig sourced,NS,not stated,2,"Free of antibiotics within the last month, disease free",3,Piglets born under non-sterile conditions,3,pigs kept in pig houses,2,Mix of pig breeds,2,Orally administered,2,2 pigs per pen,Relative Abundance Phylum & Family & Genus,Beta-diversity & Alpha Diversity,"Weight gain, diarhea incidence, crypt depth, villus height, muc2/b-actin/b-defensin expression, sIgA+ concentration",Whole Body & Histological & Expression & Immunity,"Figure 6, 7, 9, 10, 11, 12, 13, 14","Pigs either administed a fecal microbiome orally, or control saline. Histological and wholebody measurements made",NA,NA
Siegersetter2018,Mason,Chris,Prelim.,2018,"Siegersetter, et al.",Fecal Microbiota Transplant from Highly Feed-Efficient Donors Shows Little Effect on Age-Related Changes in Feed-Efficiency Associated Fecal Microbiota from Chickens,1,N,chicken,NA,Yes,chicken,NA,Match,2,110,MoBio Lab PowerSoil DNA isolation kit,illumina miseq v3-v5,3,Sourced from chickens in lab,2,kept in stainless steel cages,2,Non-diseased chicken,3,Chikens in captivity,2,Captive animal in lab,2,Farm raised chickens,2,Orally administered,1,Individually housed,Beta-diversity,Beta-diversity & Alpha Diversity,Excreta characteristics,Metabolism,Fig 2,Low feed efficiency chickens were provided faecal microbiome transplants from high-efficiency chickens to see if it would increase FE,Transplant method - 1 (orally administered at back of tongue),NA
NA,Tim,Mason,Google Scholar,2018,Bidu et al.,The Transplantation of ω3 PUFA-Altered Gut Microbiota of Fat-1 Mice to Wild-Type Littermates Prevents Obesity and Associated Metabolic Disorders.,http://diabetes.diabetesjournals.org/content/early/2018/05/21/db17-1488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wrzosek2018,Karl,Tim,Google Scholar,2018,Wrzosek et al.,Transplantation of human microbiota into conventional mice durably reshapes the gut microbiota,1,n,human,"""the feces from a healthy 26-year-old woman with a BMI (body mass index) of 20.6, no ongoing disease, and no drug use in the previous three months""",No,mouse,not specified strain,Mismatch,1,6,NA,Illumina MiSeq technology targeting the 16S ribosomal DNA V3-V4 region in paired-end modus (2 × 300 base pair),3,"feces from a healthy 26-year-old woman with a BMI (body mass index) of 20.6, no ongoing disease, and no drug use in the previous three months",5,not stated,2,"feces from a healthy 26-year-old woman with a BMI (body mass index) of 20.6, no ongoing disease, and no drug use in the previous three months",1,"At day 1, mice were subjected to bowel cleansing by oral gavage with four doses of 200 µl PEG at 425 g/l at 20-min intervals as already described.",2,not specified,2,Eight-week-old female C57BL/6J mice were purchased from Janvier laboratory,1,"Four hours later, mice received the transplant by oral gastric gavage with 200 μl resuspended feces from the human healthy donor",Not specified,NA,microbial diversity,alpha and beta diversity,none,NA,"fig 3, 4","FMT twice a week for four weeks was too frequent and perturbed the stability of the newly formed ecosystem. FMT once a week appears to be the best compromise as it allowed engraftment of Faecalibacterium, and a higher diversity of bacteria belonging to the Bacteroidales order. Our easy to establish HMA mouse model could be used as an alternative to classical HMA mice to study the relationship between the liver and the microbiota.",NA,NA
NA,Amy,Karl,Google Scholar,2018,Moghadam et al.,Strong responses of Drosophila melanogaster microbiota to developmental temperature,https://www.tandfonline.com/doi/abs/10.1080/19336934.2017.1394558?journalCode=kfly20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee2018,Chris,Amy,Google Scholar,2018,Lee et al.,Modulation of the gut microbiota by metformin improves metabolic profiles in aged obese mice,1,Y,mice,male C57BL/6N mice,No,mice,male C57BL/6N mice,Match,3,3,PowerSoil DNA Isolation Kit (MO BIO Laboratories Inc.),"MiSeq Reagent Kit V3 (600 cycles) and MiSeq
platform (Illumina) at KoBioLabs Inc.",3,fecal so whole community,2,in lab not specified whether sterile,2,regular diet,3,not specified to be antibiotically perturbed. lab mice,2,in lab not specified whether sterile,1,high fat fiet,2,orally administered (assume passive - in food),NS,"not specified anywhere. i think can assume cohoused - but no idea whether cohoused within one ""treatment"" or all treatments together",ifferences in bacterial communities after FMT and abundances of bacteriodes between fHFD and fMET,"cell count, alpha diversity","body weight change, serum glucose, cholesterol level","whole body, metabolism",Fig 4,"Fecal material was collected daily for 16 weeks and
stored at ¡70C. Fecal material from RD (fRD,
n D 3)-, HFD-metformin (fMet, n D 3)-, and HFD
(fHFD, n D 3)-treated mice was pooled in PBS, and
mice fed a HFD for 48 weeks were orally administered
20 mg of fecal material for 4 weeks",NA,NA
